7990.000 0.00000
8000.000 0.00018
8010.000 0.00014
8020.000 0.00017
8030.000 0.00020
8040.000 0.00019
8050.000 0.00018
8060.000 0.00018
8070.000 0.00013
8080.000 0.00020
8090.000 0.00017
8100.000 0.00019
8110.000 0.00015
8120.000 0.00011
8130.000 0.00018
8140.000 0.00014
8150.000 0.00012
8160.000 0.00009
8170.000 0.00019
8180.000 0.00013
8190.000 0.00016
8200.000 0.00010
8210.000 0.00015
8220.000 0.00018
8230.000 0.00011
8240.000 0.00021
8250.000 0.00013
8260.000 0.00018
8270.000 0.00015
8280.000 0.00016
8290.000 0.00016
8300.000 0.00017
8310.000 0.00011
8320.000 0.00021
8330.000 0.00011
8340.000 0.00015
8350.000 0.00016
8360.000 0.00013
8370.000 0.00017
8380.000 0.00019
8390.000 0.00014
8400.000 0.00016
8410.000 0.00016
8420.000 0.00016
8430.000 0.00016
8440.000 0.00018
8450.000 0.00011
8460.000 0.00020
8470.000 0.00008
8480.000 0.00014
8490.000 0.00013
8500.000 0.00017
8510.000 0.00017
8520.000 0.00013
8530.000 0.00019
8540.000 0.00011
8550.000 0.00011
8560.000 0.00015
8570.000 0.00021
8580.000 0.00015
8590.000 0.00018
8600.000 0.00023
8610.000 0.00012
8620.000 0.00012
8630.000 0.00020
8640.000 0.00017
8650.000 0.00018
8660.000 0.00014
8670.000 0.00023
8680.000 0.00015
8690.000 0.00014
8700.000 0.00020
8710.000 0.00023
8720.000 0.00018
8730.000 0.00019
8740.000 0.00021
8750.000 0.00013
8760.000 0.00010
8770.000 0.00023
8780.000 0.00021
8790.000 0.00024
8800.000 0.00014
8810.000 0.00014
8820.000 0.00016
8830.000 0.00020
8840.000 0.00009
8850.000 0.00018
8860.000 0.00015
8870.000 0.00015
8880.000 0.00014
8890.000 0.00022
8900.000 0.00022
8910.000 0.00012
8920.000 0.00015
8930.000 0.00020
8940.000 0.00014
8950.000 0.00014
8960.000 0.00016
8970.000 0.00014
8980.000 0.00020
8990.000 0.00014
9000.000 0.00019
9010.000 0.00013
9020.000 0.00011
9030.000 0.00018
9040.000 0.00015
9050.000 0.00011
9060.000 0.00013
9070.000 0.00013
9080.000 0.00019
9090.000 0.00013
9100.000 0.00019
9110.000 0.00019
9120.000 0.00015
9130.000 0.00015
9140.000 0.00017
9150.000 0.00011
9160.000 0.00021
9170.000 0.00018
9180.000 0.00014
9190.000 0.00021
9200.000 0.00012
9210.000 0.00023
9220.000 0.00014
9230.000 0.00017
9240.000 0.00012
9250.000 0.00020
9260.000 0.00015
9270.000 0.00013
9280.000 0.00015
9290.000 0.00018
9300.000 0.00012
9310.000 0.00021
9320.000 0.00015
9330.000 0.00018
9340.000 0.00014
9350.000 0.00012
9360.000 0.00013
9370.000 0.00014
9380.000 0.00019
9390.000 0.00018
9400.000 0.00016
9410.000 0.00017
9420.000 0.00017
9430.000 0.00016
9440.000 0.00012
9450.000 0.00014
9460.000 0.00011
9470.000 0.00017
9480.000 0.00020
9490.000 0.00016
9500.000 0.00014
9510.000 0.00014
9520.000 0.00015
9530.000 0.00019
9540.000 0.00014
9550.000 0.00015
9560.000 0.00017
9570.000 0.00013
9580.000 0.00019
9590.000 0.00018
9600.000 0.00015
9610.000 0.00018
9620.000 0.00018
9630.000 0.00017
9640.000 0.00009
9650.000 0.00022
9660.000 0.00019
9670.000 0.00015
9680.000 0.00015
9690.000 0.00014
9700.000 0.00018
9710.000 0.00014
9720.000 0.00017
9730.000 0.00010
9740.000 0.00012
9750.000 0.00014
9760.000 0.00016
9770.000 0.00016
9780.000 0.00018
9790.000 0.00014
9800.000 0.00013
9810.000 0.00013
9820.000 0.00014
9830.000 0.00010
9840.000 0.00011
9850.000 0.00022
9860.000 0.00015
9870.000 0.00011
9880.000 0.00017
9890.000 0.00019
9900.000 0.00015
9910.000 0.00014
9920.000 0.00017
9930.000 0.00014
9940.000 0.00019
9950.000 0.00012
9960.000 0.00012
9970.000 0.00012
9980.000 0.00016
9990.000 0.00017
10000.000 0.00014
10010.000 0.00014
10020.000 0.00016
10030.000 0.00013
10040.000 0.00016
10050.000 0.00015
10060.000 0.00010
10070.000 0.00021
10080.000 0.00018
10090.000 0.00018
10100.000 0.00015
10110.000 0.00017
10120.000 0.00014
10130.000 0.00015
10140.000 0.00011
10150.000 0.00015
10160.000 0.00013
10170.000 0.00015
10180.000 0.00015
10190.000 0.00022
