  1.03344e-33   2.03758e-29   9.20811e-26   1.28031e-22   1.91571e-20   3.70585e-19   2.72036e-18   9.30068e-18   1.93557e-17   3.05389e-17   4.14902e-17   5.26086e-17   9.72935e-17   4.11824e-16   1.43924e-14   3.83449e-11   1.85177e-09   6.44603e-08
  1.03921e-33   1.92626e-29   8.08282e-26   1.28025e-22   1.97313e-20   3.80973e-19   2.79292e-18   9.53873e-18   1.98402e-17   3.12919e-17   4.25020e-17   5.38797e-17   9.95887e-17   4.21083e-16   1.46789e-14   3.89523e-11   1.95570e-09   7.21172e-08
  1.26783e-34   1.50382e-30   1.32077e-26   1.09318e-22   2.03247e-20   3.91703e-19   2.86770e-18   9.78268e-18   2.03365e-17   3.20629e-17   4.35376e-17   5.51804e-17   1.01936e-16   4.30543e-16   1.49702e-14   3.58808e-11   7.41576e-10   2.17143e-08
  1.16135e-33   2.15471e-29   8.76829e-26   1.37505e-22   2.09337e-20   4.02564e-19   2.94302e-18   1.00327e-17   2.08448e-17   3.28524e-17   4.45977e-17   5.65116e-17   1.04337e-16   4.40207e-16   1.52671e-14   3.78039e-11   1.25952e-09   4.39042e-08
  1.56415e-33   2.77885e-29   1.05795e-25   1.46865e-22   2.15594e-20   4.13760e-19   3.02062e-18   1.02889e-17   2.13655e-17   3.36606e-17   4.56828e-17   5.78738e-17   1.06793e-16   4.50081e-16   1.55681e-14   3.87267e-11   1.36603e-09   4.72554e-08
  1.33659e-33   2.33704e-29   9.18218e-26   1.44019e-22   2.22019e-20   4.25227e-19   3.10021e-18   1.05515e-17   2.18987e-17   3.44882e-17   4.67935e-17   5.92679e-17   1.09305e-16   4.60169e-16   1.58779e-14   3.65948e-11   5.61673e-10   1.33759e-08
  1.65516e-33   3.24675e-29   1.33970e-25   1.65234e-22   2.28640e-20   4.37047e-19   3.18165e-18   1.08205e-17   2.24449e-17   3.53354e-17   4.79303e-17   6.06945e-17   1.11874e-16   4.70475e-16   1.61896e-14   3.94098e-11   1.30889e-09   4.75559e-08
  1.74546e-33   3.15796e-29   1.17531e-25   1.60935e-22   2.35495e-20   4.49212e-19   3.26633e-18   1.10962e-17   2.30042e-17   3.62028e-17   4.90939e-17   6.21544e-17   1.14502e-16   4.81005e-16   1.65105e-14   4.04830e-11   1.46523e-09   5.01284e-08
  2.02458e-33   3.73799e-29   1.50643e-25   1.77289e-22   2.42471e-20   4.61607e-19   3.35161e-18   1.13787e-17   2.35771e-17   3.70909e-17   5.02848e-17   6.36482e-17   1.17189e-16   4.91761e-16   1.68383e-14   4.27830e-11   2.00944e-09   6.78445e-08
  2.39408e-33   4.18382e-29   1.58394e-25   1.82500e-22   2.49702e-20   4.74398e-19   3.44007e-18   1.16682e-17   2.41638e-17   3.80000e-17   5.15037e-17   6.51768e-17   1.19937e-16   5.02751e-16   1.71690e-14   4.39209e-11   2.30887e-09   8.10632e-08
  3.30281e-33   5.77367e-29   2.14486e-25   2.05258e-22   2.57139e-20   4.87556e-19   3.52995e-18   1.19649e-17   2.47646e-17   3.89308e-17   5.27512e-17   6.67409e-17   1.22747e-16   5.13977e-16   1.75093e-14   4.15166e-11   1.28463e-09   4.36294e-08
  2.92193e-33   5.07829e-29   1.93659e-25   2.02969e-22   2.64775e-20   5.01046e-19   3.62276e-18   1.22688e-17   2.53800e-17   3.98836e-17   5.40280e-17   6.83413e-17   1.25621e-16   5.25445e-16   1.78544e-14   4.20276e-11   1.21093e-09   3.89966e-08
  3.42362e-33   5.71941e-29   2.07490e-25   2.12367e-22   2.72675e-20   5.14924e-19   3.71817e-18   1.25803e-17   2.60101e-17   4.08591e-17   5.53348e-17   6.99790e-17   1.28560e-16   5.37161e-16   1.82042e-14   4.37878e-11   1.56446e-09   4.99600e-08
  3.65692e-33   6.16825e-29   2.25332e-25   2.21153e-22   2.80756e-20   5.29131e-19   3.81579e-18   1.28994e-17   2.66554e-17   4.18576e-17   5.66721e-17   7.16546e-17   1.31566e-16   5.49127e-16   1.85634e-14   4.53982e-11   1.92530e-09   6.01483e-08
  4.44979e-33   7.46650e-29   2.66890e-25   2.39325e-22   2.89095e-20   5.43753e-19   3.91589e-18   1.32264e-17   2.73162e-17   4.28797e-17   5.80407e-17   7.33691e-17   1.34640e-16   5.61353e-16   1.89293e-14   4.57778e-11   2.01259e-09   6.66981e-08
  4.57398e-33   7.46112e-29   2.58773e-25   2.42103e-22   2.97673e-20   5.58854e-19   4.01879e-18   1.35614e-17   2.79929e-17   4.39261e-17   5.94413e-17   7.51231e-17   1.37783e-16   5.73841e-16   1.92984e-14   4.57981e-11   1.78155e-09   5.83264e-08
  4.78206e-33   7.90928e-29   2.80548e-25   2.53677e-22   3.06490e-20   5.74185e-19   4.12382e-18   1.39046e-17   2.86859e-17   4.49972e-17   6.08747e-17   7.69180e-17   1.40997e-16   5.86597e-16   1.96793e-14   4.93570e-11   2.89113e-09   1.00354e-07
