  2.46304e-20   3.64563e-19   1.94305e-18   5.02751e-18   8.73088e-18   1.23101e-17   1.56174e-17   1.88113e-17   3.21820e-17   1.42841e-16
  2.53645e-20   3.74806e-19   1.99498e-18   5.15830e-18   8.95415e-18   1.26212e-17   1.60086e-17   1.92789e-17   3.29653e-17   1.46155e-16
  2.61291e-20   3.85373e-19   2.04825e-18   5.29238e-18   9.18296e-18   1.29399e-17   1.64092e-17   1.97577e-17   3.37669e-17   1.49542e-16
  2.69032e-20   3.96047e-19   2.10290e-18   5.42985e-18   9.41743e-18   1.32664e-17   1.68196e-17   2.02480e-17   3.45875e-17   1.53006e-16
  2.77015e-20   4.07055e-19   2.15897e-18   5.57078e-18   9.65773e-18   1.36010e-17   1.72399e-17   2.07502e-17   3.54274e-17   1.56547e-16
  2.85230e-20   4.18362e-19   2.21649e-18   5.71527e-18   9.90398e-18   1.39437e-17   1.76704e-17   2.12644e-17   3.62870e-17   1.60168e-16
  2.93682e-20   4.29949e-19   2.27551e-18   5.86339e-18   1.01563e-17   1.42948e-17   1.81113e-17   2.17909e-17   3.71669e-17   1.63870e-16
  3.02430e-20   4.41976e-19   2.33604e-18   6.01524e-18   1.04149e-17   1.46544e-17   1.85629e-17   2.23301e-17   3.80674e-17   1.67654e-16
  3.11342e-20   4.54173e-19   2.39815e-18   6.17090e-18   1.06798e-17   1.50229e-17   1.90254e-17   2.28822e-17   3.89890e-17   1.71523e-16
  3.20566e-20   4.66804e-19   2.46185e-18   6.33048e-18   1.09513e-17   1.54003e-17   1.94991e-17   2.34476e-17   3.99323e-17   1.75478e-16
  3.30057e-20   4.79667e-19   2.52720e-18   6.49406e-18   1.12295e-17   1.57869e-17   1.99842e-17   2.40265e-17   4.08976e-17   1.79521e-16
  3.39820e-20   4.92959e-19   2.59424e-18   6.66174e-18   1.15145e-17   1.61829e-17   2.04810e-17   2.46192e-17   4.18855e-17   1.83654e-16
  3.49886e-20   5.06640e-19   2.66300e-18   6.83363e-18   1.18066e-17   1.65886e-17   2.09897e-17   2.52261e-17   4.28966e-17   1.87879e-16
  3.60201e-20   5.20660e-19   2.73353e-18   7.00981e-18   1.21058e-17   1.70041e-17   2.15108e-17   2.58475e-17   4.39313e-17   1.92198e-16
  3.70833e-20   5.35056e-19   2.80588e-18   7.19041e-18   1.24124e-17   1.74297e-17   2.20443e-17   2.64837e-17   4.49901e-17   1.96613e-16
  3.81816e-20   5.49872e-19   2.88009e-18   7.37552e-18   1.27266e-17   1.78656e-17   2.25907e-17   2.71352e-17   4.60737e-17   2.01127e-16
  3.93023e-20   5.65021e-19   2.95621e-18   7.56526e-18   1.30484e-17   1.83121e-17   2.31502e-17   2.78021e-17   4.71825e-17   2.05740e-16
  4.04623e-20   5.80610e-19   3.03427e-18   7.75973e-18   1.33781e-17   1.87694e-17   2.37232e-17   2.84849e-17   4.83171e-17   2.10455e-16
  4.16508e-20   5.96549e-19   3.11434e-18   7.95906e-18   1.37160e-17   1.92379e-17   2.43098e-17   2.91840e-17   4.94782e-17   2.15275e-16
  4.28831e-20   6.13160e-19   3.19646e-18   8.16335e-18   1.40620e-17   1.97176e-17   2.49106e-17   2.98997e-17   5.06663e-17   2.20202e-16
  4.41357e-20   6.30041e-19   3.28069e-18   8.37273e-18   1.44166e-17   2.02089e-17   2.55257e-17   3.06324e-17   5.18820e-17   2.25238e-16
  4.54318e-20   6.47484e-19   3.36707e-18   8.58732e-18   1.47798e-17   2.07121e-17   2.61555e-17   3.13824e-17   5.31259e-17   2.30385e-16
  4.67677e-20   6.65244e-19   3.45566e-18   8.80725e-18   1.51519e-17   2.12274e-17   2.68005e-17   3.21503e-17   5.43987e-17   2.35645e-16
  4.81419e-20   6.83398e-19   3.54651e-18   9.03265e-18   1.55331e-17   2.17552e-17   2.74608e-17   3.29364e-17   5.57011e-17   2.41022e-16
  4.95525e-20   7.02196e-19   3.63968e-18   9.26363e-18   1.59236e-17   2.22956e-17   2.81369e-17   3.37411e-17   5.70337e-17   2.46517e-16
  5.09975e-20   7.21581e-19   3.73523e-18   9.50036e-18   1.63236e-17   2.28492e-17   2.88291e-17   3.45648e-17   5.83970e-17   2.52133e-16
  5.25110e-20   7.41572e-19   3.83321e-18   9.74295e-18   1.67333e-17   2.34160e-17   2.95378e-17   3.54081e-17   5.97919e-17   2.57873e-16
  5.40432e-20   7.61662e-19   3.93369e-18   9.99154e-18   1.71530e-17   2.39964e-17   3.02634e-17   3.62712e-17   6.12191e-17   2.63739e-16
