MJD,COLOR,DCOLOR,INST,MJD_TEST
58849.327999999994,1.3619999999999983,0.013892443989449804,Swope,0.010000000002037268
58850.352,1.3889999999999993,0.012529964086141668,Swope,0.006000000001222361
58851.318,1.3210000000000015,0.0147648230602334,Swope,0.008000000001629815
58852.303499999995,1.3790000000000013,0.01565247584249853,Swope,0.008999999998195563
58853.361000000004,1.4290000000000003,0.01565247584249853,Swope,0.007999999994353857
58869.33,2.1079999999999988,0.02308679276123039,Swope,0.008000000001629815
58871.306,2.2219999999999995,0.02118962010041709,Swope,0.010000000002037268
58872.326499999996,2.2720000000000002,0.024041630560342614,Swope,0.0070000000050640665
58874.33,2.3739999999999988,0.0478539444560216,Swope,0.017999999996391125
