# %ECSV 0.9
# ---
# datatype:
# - {name: MJD, datatype: string}
# - {name: Instrument, datatype: string}
# - {name: Filter, datatype: string}
# - {name: Exposure, datatype: float64}
# - {name: Magnitude, datatype: float64}
# - {name: Uncertainty, datatype: float64}
# - {name: Use, datatype: uint8}
# meta: !!omap
# - {name: 2024ggi }
# - {ra: 169.592030106 }
# - {dec: -32.8375716158 }
# - {distance: 7.24 }
# - {dist_error: 0.20 }
# - {host_ebv: 0.084 }
# - {host_ebv_error: 0.018 }
# - {host_rv: 3.1 }
# - {redshift: 0.002215 }
# - {magsystem: ab }
# - {host_galaxy: NGC3621 }
# - {discovery_date: 2024-04-11T03:22:35.616 }
# schema: astropy-2.0
MJD            Instrument     Filter   Exposure       Magnitude Uncertainty Use
58260.45573    Spitzer/IRAC   Ch1      93.6           20.8080   0.3291      1
58260.45573    Spitzer/IRAC   Ch2      96.8           21.0874   0.2376      1
58389.02983    Spitzer/IRAC   Ch1      93.6           21.3433   0.2901      1
58389.02983    Spitzer/IRAC   Ch2      96.8           21.1671   0.2063      1
58598.27301    Spitzer/IRAC   Ch1      93.6           20.9199   0.2824      1
58598.27301    Spitzer/IRAC   Ch2      96.8           21.2121   0.2760      1
58633.65215    Spitzer/IRAC   Ch1      93.6           20.9066   0.3573      1
58633.65215    Spitzer/IRAC   Ch2      96.8           21.1024   0.2636      1
58749.70841    Spitzer/IRAC   Ch1      93.6           21.4628   0.2935      1
58749.70841    Spitzer/IRAC   Ch2      96.8           21.1239   0.1732      1
58785.52201    Spitzer/IRAC   Ch1      93.6           21.1344   0.3063      1
58785.52201    Spitzer/IRAC   Ch2      96.8           21.2013   0.2055      1
